policyID,agecat,valuecat,period,numclaims,claim
25130,10,9,1,0,0
25130,10,9,2,0,0
25130,10,9,3,0,0
25131,1,9,1,0,0
25131,1,9,2,1,1
25131,1,9,3,0,0
25132,2,2,1,0,0
25132,2,2,2,0,0
25132,2,2,3,0,0
25133,2,9,1,0,0
25133,2,9,2,0,0
25133,2,9,3,0,0
25134,10,9,1,0,0
25134,10,9,2,0,0
25134,10,9,3,0,0
25135,5,9,1,0,0
25135,5,9,2,0,0
25135,5,9,3,0,0
25136,5,9,1,4,1
25136,5,9,2,2,1
25136,5,9,3,7,1
25137,4,9,1,0,0
25137,4,9,2,0,0
25137,4,9,3,0,0
25138,2,9,1,0,0
25138,2,9,2,0,0
25138,2,9,3,3,1
25139,10,9,1,0,0
25139,10,9,2,0,0
25139,10,9,3,0,0
25140,6,9,1,0,0
25140,6,9,2,0,0
25140,6,9,3,0,0
25141,10,9,1,0,0
25141,10,9,2,0,0
25141,10,9,3,0,0
25142,4,9,1,1,1
25142,4,9,2,0,0
25142,4,9,3,0,0
25143,2,9,1,0,0
25143,2,9,2,0,0
25143,2,9,3,0,0
25144,5,9,1,0,0
25144,5,9,2,0,0
25144,5,9,3,0,0
25145,2,9,1,0,0
25145,2,9,2,0,0
25145,2,9,3,0,0
25146,4,9,1,4,1
25146,4,9,2,0,0
25146,4,9,3,2,1
25147,10,2,1,0,0
25147,10,2,2,0,0
25147,10,2,3,0,0
25148,2,9,1,0,0
25148,2,9,2,0,0
25148,2,9,3,0,0
25149,2,9,1,0,0
25149,2,9,2,0,0
25149,2,9,3,1,1
25150,5,9,1,0,0
25150,5,9,2,0,0
25150,5,9,3,0,0
25151,10,9,1,0,0
25151,10,9,2,0,0
25151,10,9,3,0,0
25152,10,9,1,0,0
25152,10,9,2,0,0
25152,10,9,3,0,0
25153,1,9,1,0,0
25153,1,9,2,0,0
25153,1,9,3,0,0
25154,2,9,1,0,0
25154,2,9,2,0,0
25154,2,9,3,0,0
25155,2,2,1,0,0
25155,2,2,2,0,0
25155,2,2,3,0,0
25156,1,9,1,0,0
25156,1,9,2,0,0
25156,1,9,3,1,1
25157,1,2,1,0,0
25157,1,2,2,0,0
25157,1,2,3,0,0
25158,6,9,1,0,0
25158,6,9,2,0,0
25158,6,9,3,0,0
25159,4,9,1,0,0
25159,4,9,2,0,0
25159,4,9,3,0,0
25160,6,9,1,0,0
25160,6,9,2,0,0
25160,6,9,3,0,0
25161,1,9,1,0,0
25161,1,9,2,0,0
25161,1,9,3,0,0
25162,2,2,1,1,1
25162,2,2,2,0,0
25162,2,2,3,0,0
25163,6,9,1,0,0
25163,6,9,2,0,0
25163,6,9,3,0,0
25164,5,9,1,0,0
25164,5,9,2,0,0
25164,5,9,3,0,0
25165,10,2,1,1,1
25165,10,2,2,0,0
25165,10,2,3,0,0
25166,10,2,1,0,0
25166,10,2,2,0,0
25166,10,2,3,0,0
25167,2,9,1,0,0
25167,2,9,2,0,0
25167,2,9,3,0,0
25168,6,9,1,0,0
25168,6,9,2,0,0
25168,6,9,3,0,0
25169,4,9,1,0,0
25169,4,9,2,0,0
25169,4,9,3,1,1
25170,10,9,1,0,0
25170,10,9,2,0,0
25170,10,9,3,0,0
25171,5,9,1,0,0
25171,5,9,2,0,0
25171,5,9,3,1,1
25172,10,2,1,0,0
25172,10,2,2,1,1
25172,10,2,3,0,0
25173,1,9,1,0,0
25173,1,9,2,1,1
25173,1,9,3,0,0
25174,5,9,1,0,0
25174,5,9,2,0,0
25174,5,9,3,0,0
25175,4,9,1,0,0
25175,4,9,2,0,0
25175,4,9,3,0,0
25176,2,9,1,0,0
25176,2,9,2,0,0
25176,2,9,3,0,0
25177,10,9,1,1,1
25177,10,9,2,0,0
25177,10,9,3,0,0
25178,10,2,1,1,1
25178,10,2,2,4,1
25178,10,2,3,4,1
25179,5,9,1,0,0
25179,5,9,2,0,0
25179,5,9,3,0,0
25180,2,9,1,0,0
25180,2,9,2,0,0
25180,2,9,3,0,0
25181,10,9,1,0,0
25181,10,9,2,2,1
25181,10,9,3,0,0
25182,1,9,1,1,1
25182,1,9,2,0,0
25182,1,9,3,1,1
25183,1,9,1,1,1
25183,1,9,2,0,0
25183,1,9,3,1,1
25184,2,9,1,0,0
25184,2,9,2,3,1
25184,2,9,3,0,0
25185,6,9,1,0,0
25185,6,9,2,0,0
25185,6,9,3,0,0
25186,4,9,1,0,0
25186,4,9,2,0,0
25186,4,9,3,0,0
25187,5,9,1,0,0
25187,5,9,2,0,0
25187,5,9,3,0,0
25188,4,2,1,0,0
25188,4,2,2,0,0
25188,4,2,3,0,0
25189,4,9,1,1,1
25189,4,9,2,1,1
25189,4,9,3,0,0
25190,1,9,1,0,0
25190,1,9,2,0,0
25190,1,9,3,0,0
25191,2,9,1,2,1
25191,2,9,2,4,1
25191,2,9,3,1,1
25192,10,9,1,0,0
25192,10,9,2,0,0
25192,10,9,3,0,0
25193,4,9,1,0,0
25193,4,9,2,0,0
25193,4,9,3,0,0
25194,6,9,1,0,0
25194,6,9,2,0,0
25194,6,9,3,0,0
25195,5,2,1,2,1
25195,5,2,2,2,1
25195,5,2,3,2,1
25196,4,9,1,0,0
25196,4,9,2,0,0
25196,4,9,3,0,0
25197,1,2,1,0,0
25197,1,2,2,1,1
25197,1,2,3,0,0
25198,4,9,1,0,0
25198,4,9,2,0,0
25198,4,9,3,1,1
25199,6,9,1,0,0
25199,6,9,2,0,0
25199,6,9,3,0,0
25200,2,2,1,0,0
25200,2,2,2,0,0
25200,2,2,3,0,0
25201,6,9,1,0,0
25201,6,9,2,0,0
25201,6,9,3,0,0
25202,5,9,1,0,0
25202,5,9,2,0,0
25202,5,9,3,0,0
25203,10,9,1,0,0
25203,10,9,2,0,0
25203,10,9,3,0,0
25204,10,2,1,2,1
25204,10,2,2,0,0
25204,10,2,3,1,1
25205,2,9,1,0,0
25205,2,9,2,0,0
25205,2,9,3,0,0
25206,6,9,1,0,0
25206,6,9,2,0,0
25206,6,9,3,0,0
25207,10,9,1,0,0
25207,10,9,2,0,0
25207,10,9,3,0,0
25208,10,9,1,0,0
25208,10,9,2,0,0
25208,10,9,3,0,0
25209,10,9,1,0,0
25209,10,9,2,0,0
25209,10,9,3,0,0
25210,4,9,1,0,0
25210,4,9,2,0,0
25210,4,9,3,0,0
25211,2,9,1,0,0
25211,2,9,2,0,0
25211,2,9,3,0,0
25212,4,2,1,0,0
25212,4,2,2,0,0
25212,4,2,3,0,0
25213,4,3,1,0,0
25213,4,3,2,0,0
25213,4,3,3,0,0
25214,2,9,1,1,1
25214,2,9,2,0,0
25214,2,9,3,1,1
25215,4,9,1,0,0
25215,4,9,2,0,0
25215,4,9,3,0,0
25216,4,9,1,0,0
25216,4,9,2,0,0
25216,4,9,3,0,0
25217,10,9,1,0,0
25217,10,9,2,0,0
25217,10,9,3,0,0
25218,6,9,1,0,0
25218,6,9,2,0,0
25218,6,9,3,0,0
25219,2,9,1,0,0
25219,2,9,2,0,0
25219,2,9,3,0,0
25220,2,9,1,0,0
25220,2,9,2,0,0
25220,2,9,3,1,1
25221,5,9,1,0,0
25221,5,9,2,0,0
25221,5,9,3,0,0
25222,5,9,1,0,0
25222,5,9,2,0,0
25222,5,9,3,0,0
25223,6,2,1,0,0
25223,6,2,2,0,0
25223,6,2,3,0,0
25224,10,2,1,0,0
25224,10,2,2,0,0
25224,10,2,3,0,0
25225,10,9,1,0,0
25225,10,9,2,0,0
25225,10,9,3,0,0
25226,6,9,1,0,0
25226,6,9,2,0,0
25226,6,9,3,1,1
25227,10,9,1,0,0
25227,10,9,2,0,0
25227,10,9,3,0,0
25228,5,9,1,0,0
25228,5,9,2,0,0
25228,5,9,3,0,0
25229,5,9,1,0,0
25229,5,9,2,0,0
25229,5,9,3,0,0
25230,4,9,1,0,0
25230,4,9,2,1,1
25230,4,9,3,0,0
25231,4,9,1,0,0
25231,4,9,2,0,0
25231,4,9,3,0,0
25232,4,9,1,0,0
25232,4,9,2,0,0
25232,4,9,3,0,0
25233,6,9,1,0,0
25233,6,9,2,0,0
25233,6,9,3,0,0
25234,4,9,1,0,0
25234,4,9,2,0,0
25234,4,9,3,0,0
25235,6,9,1,0,0
25235,6,9,2,0,0
25235,6,9,3,0,0
25236,4,9,1,0,0
25236,4,9,2,1,1
25236,4,9,3,0,0
25237,4,9,1,0,0
25237,4,9,2,0,0
25237,4,9,3,0,0
25238,2,9,1,0,0
25238,2,9,2,0,0
25238,2,9,3,0,0
25239,5,9,1,1,1
25239,5,9,2,2,1
25239,5,9,3,2,1
25240,4,4,1,0,0
25240,4,4,2,0,0
25240,4,4,3,0,0
25241,6,9,1,0,0
25241,6,9,2,0,0
25241,6,9,3,0,0
25242,1,2,1,0,0
25242,1,2,2,0,0
25242,1,2,3,1,1
25243,4,9,1,0,0
25243,4,9,2,0,0
25243,4,9,3,0,0
25244,2,9,1,0,0
25244,2,9,2,0,0
25244,2,9,3,0,0
25245,4,9,1,4,1
25245,4,9,2,1,1
25245,4,9,3,4,1
25246,5,9,1,0,0
25246,5,9,2,0,0
25246,5,9,3,0,0
25247,10,9,1,0,0
25247,10,9,2,0,0
25247,10,9,3,0,0
25248,4,9,1,0,0
25248,4,9,2,1,1
25248,4,9,3,0,0
25249,4,9,1,0,0
25249,4,9,2,0,0
25249,4,9,3,0,0
25250,10,9,1,1,1
25250,10,9,2,0,0
25250,10,9,3,0,0
25251,6,9,1,0,0
25251,6,9,2,0,0
25251,6,9,3,0,0
25252,4,9,1,0,0
25252,4,9,2,1,1
25252,4,9,3,0,0
25253,4,9,1,0,0
25253,4,9,2,0,0
25253,4,9,3,0,0
25254,4,9,1,0,0
25254,4,9,2,0,0
25254,4,9,3,0,0
25255,6,9,1,0,0
25255,6,9,2,0,0
25255,6,9,3,2,1
25256,4,9,1,0,0
25256,4,9,2,0,0
25256,4,9,3,0,0
25257,6,9,1,0,0
25257,6,9,2,0,0
25257,6,9,3,0,0
25258,4,9,1,0,0
25258,4,9,2,0,0
25258,4,9,3,0,0
25259,4,9,1,0,0
25259,4,9,2,0,0
25259,4,9,3,0,0
25260,4,9,1,0,0
25260,4,9,2,0,0
25260,4,9,3,0,0
25261,10,9,1,0,0
25261,10,9,2,0,0
25261,10,9,3,1,1
25262,10,9,1,0,0
25262,10,9,2,0,0
25262,10,9,3,0,0
25263,5,2,1,0,0
25263,5,2,2,0,0
25263,5,2,3,0,0
25264,6,9,1,0,0
25264,6,9,2,0,0
25264,6,9,3,1,1
25265,4,2,1,0,0
25265,4,2,2,1,1
25265,4,2,3,0,0
25266,10,2,1,0,0
25266,10,2,2,0,0
25266,10,2,3,0,0
25267,2,9,1,0,0
25267,2,9,2,0,0
25267,2,9,3,0,0
25268,5,2,1,0,0
25268,5,2,2,0,0
25268,5,2,3,0,0
25269,5,2,1,0,0
25269,5,2,2,0,0
25269,5,2,3,0,0
25270,2,9,1,0,0
25270,2,9,2,0,0
25270,2,9,3,0,0
25271,4,9,1,0,0
25271,4,9,2,0,0
25271,4,9,3,0,0
25272,4,9,1,0,0
25272,4,9,2,1,1
25272,4,9,3,0,0
25273,5,9,1,0,0
25273,5,9,2,0,0
25273,5,9,3,0,0
25274,6,9,1,0,0
25274,6,9,2,0,0
25274,6,9,3,0,0
25275,2,9,1,0,0
25275,2,9,2,0,0
25275,2,9,3,0,0
25276,5,9,1,0,0
25276,5,9,2,0,0
25276,5,9,3,0,0
25277,4,9,1,1,1
25277,4,9,2,0,0
25277,4,9,3,0,0
25278,2,2,1,0,0
25278,2,2,2,0,0
25278,2,2,3,1,1
25279,10,9,1,0,0
25279,10,9,2,0,0
25279,10,9,3,0,0
25280,2,9,1,0,0
25280,2,9,2,0,0
25280,2,9,3,0,0
25281,4,9,1,0,0
25281,4,9,2,1,1
25281,4,9,3,0,0
25282,10,9,1,1,1
25282,10,9,2,0,0
25282,10,9,3,0,0
25283,5,9,1,0,0
25283,5,9,2,0,0
25283,5,9,3,0,0
25284,10,2,1,0,0
25284,10,2,2,0,0
25284,10,2,3,0,0
25285,10,9,1,0,0
25285,10,9,2,1,1
25285,10,9,3,2,1
25286,4,9,1,0,0
25286,4,9,2,1,1
25286,4,9,3,0,0
25287,4,9,1,0,0
25287,4,9,2,0,0
25287,4,9,3,0,0
25288,1,9,1,0,0
25288,1,9,2,0,0
25288,1,9,3,1,1
25289,4,9,1,0,0
25289,4,9,2,0,0
25289,4,9,3,0,0
25290,4,9,1,0,0
25290,4,9,2,0,0
25290,4,9,3,0,0
25291,2,2,1,1,1
25291,2,2,2,0,0
25291,2,2,3,0,0
25292,4,9,1,0,0
25292,4,9,2,0,0
25292,4,9,3,1,1
25293,2,2,1,1,1
25293,2,2,2,1,1
25293,2,2,3,1,1
25294,6,2,1,0,0
25294,6,2,2,0,0
25294,6,2,3,0,0
25295,5,9,1,0,0
25295,5,9,2,0,0
25295,5,9,3,0,0
25296,6,9,1,0,0
25296,6,9,2,0,0
25296,6,9,3,0,0
25297,6,9,1,0,0
25297,6,9,2,0,0
25297,6,9,3,0,0
25298,6,9,1,0,0
25298,6,9,2,0,0
25298,6,9,3,0,0
25299,2,9,1,0,0
25299,2,9,2,1,1
25299,2,9,3,0,0
25300,2,9,1,0,0
25300,2,9,2,0,0
25300,2,9,3,0,0
25301,6,9,1,0,0
25301,6,9,2,0,0
25301,6,9,3,0,0
25302,5,2,1,0,0
25302,5,2,2,0,0
25302,5,2,3,0,0
25303,2,9,1,0,0
25303,2,9,2,0,0
25303,2,9,3,0,0
25304,2,9,1,0,0
25304,2,9,2,0,0
25304,2,9,3,0,0
25305,10,2,1,0,0
25305,10,2,2,0,0
25305,10,2,3,0,0
25306,2,9,1,0,0
25306,2,9,2,0,0
25306,2,9,3,0,0
25307,6,9,1,0,0
25307,6,9,2,0,0
25307,6,9,3,0,0
25308,5,9,1,0,0
25308,5,9,2,0,0
25308,5,9,3,0,0
25309,5,9,1,0,0
25309,5,9,2,0,0
25309,5,9,3,0,0
25310,10,9,1,0,0
25310,10,9,2,0,0
25310,10,9,3,0,0
25311,5,9,1,0,0
25311,5,9,2,0,0
25311,5,9,3,0,0
25312,5,9,1,0,0
25312,5,9,2,1,1
25312,5,9,3,3,1
25313,10,9,1,1,1
25313,10,9,2,1,1
25313,10,9,3,2,1
25314,1,9,1,0,0
25314,1,9,2,0,0
25314,1,9,3,0,0
25315,5,9,1,0,0
25315,5,9,2,0,0
25315,5,9,3,0,0
25316,10,9,1,0,0
25316,10,9,2,0,0
25316,10,9,3,0,0
25317,4,9,1,0,0
25317,4,9,2,0,0
25317,4,9,3,0,0
25318,2,9,1,0,0
25318,2,9,2,0,0
25318,2,9,3,0,0
25319,10,9,1,0,0
25319,10,9,2,0,0
25319,10,9,3,0,0
25320,4,2,1,0,0
25320,4,2,2,0,0
25320,4,2,3,0,0
25321,4,9,1,0,0
25321,4,9,2,0,0
25321,4,9,3,0,0
25322,5,9,1,1,1
25322,5,9,2,0,0
25322,5,9,3,0,0
25323,10,2,1,0,0
25323,10,2,2,0,0
25323,10,2,3,0,0
25324,6,9,1,0,0
25324,6,9,2,0,0
25324,6,9,3,0,0
25325,4,9,1,0,0
25325,4,9,2,2,1
25325,4,9,3,1,1
25326,6,9,1,0,0
25326,6,9,2,0,0
25326,6,9,3,0,0
25327,2,9,1,0,0
25327,2,9,2,0,0
25327,2,9,3,0,0
25328,2,2,1,0,0
25328,2,2,2,0,0
25328,2,2,3,0,0
25329,4,9,1,0,0
25329,4,9,2,0,0
25329,4,9,3,0,0
25330,1,4,1,0,0
25330,1,4,2,1,1
25330,1,4,3,0,0
25331,10,2,1,0,0
25331,10,2,2,0,0
25331,10,2,3,1,1
25332,4,9,1,0,0
25332,4,9,2,0,0
25332,4,9,3,0,0
25333,1,9,1,0,0
25333,1,9,2,0,0
25333,1,9,3,0,0
25334,4,9,1,0,0
25334,4,9,2,0,0
25334,4,9,3,0,0
25335,2,9,1,0,0
25335,2,9,2,0,0
25335,2,9,3,0,0
25336,5,9,1,0,0
25336,5,9,2,1,1
25336,5,9,3,0,0
25337,5,9,1,0,0
25337,5,9,2,0,0
25337,5,9,3,0,0
25338,6,9,1,0,0
25338,6,9,2,0,0
25338,6,9,3,0,0
25339,2,9,1,0,0
25339,2,9,2,0,0
25339,2,9,3,0,0
25340,10,9,1,0,0
25340,10,9,2,0,0
25340,10,9,3,0,0
25341,5,9,1,0,0
25341,5,9,2,0,0
25341,5,9,3,0,0
25342,10,9,1,0,0
25342,10,9,2,0,0
25342,10,9,3,0,0
25343,2,9,1,0,0
25343,2,9,2,0,0
25343,2,9,3,0,0
25344,4,9,1,0,0
25344,4,9,2,0,0
25344,4,9,3,0,0
25345,4,9,1,0,0
25345,4,9,2,0,0
25345,4,9,3,0,0
25346,4,9,1,0,0
25346,4,9,2,0,0
25346,4,9,3,0,0
25347,1,9,1,0,0
25347,1,9,2,0,0
25347,1,9,3,1,1
25348,5,9,1,0,0
25348,5,9,2,0,0
25348,5,9,3,0,0
25349,6,9,1,0,0
25349,6,9,2,0,0
25349,6,9,3,0,0
25350,4,9,1,0,0
25350,4,9,2,0,0
25350,4,9,3,0,0
25351,4,9,1,0,0
25351,4,9,2,0,0
25351,4,9,3,0,0
25352,1,2,1,0,0
25352,1,2,2,0,0
25352,1,2,3,0,0
25353,6,9,1,0,0
25353,6,9,2,0,0
25353,6,9,3,0,0
25354,4,9,1,0,0
25354,4,9,2,0,0
25354,4,9,3,1,1
25355,5,9,1,0,0
25355,5,9,2,0,0
25355,5,9,3,0,0
25356,5,9,1,0,0
25356,5,9,2,0,0
25356,5,9,3,0,0
25357,4,9,1,0,0
25357,4,9,2,0,0
25357,4,9,3,0,0
25358,10,9,1,0,0
25358,10,9,2,0,0
25358,10,9,3,0,0
25359,10,9,1,0,0
25359,10,9,2,0,0
25359,10,9,3,0,0
25360,4,9,1,0,0
25360,4,9,2,0,0
25360,4,9,3,0,0
25361,10,9,1,0,0
25361,10,9,2,0,0
25361,10,9,3,0,0
25362,5,9,1,0,0
25362,5,9,2,0,0
25362,5,9,3,0,0
25363,10,2,1,0,0
25363,10,2,2,0,0
25363,10,2,3,0,0
25364,4,9,1,0,0
25364,4,9,2,0,0
25364,4,9,3,0,0
25365,2,2,1,0,0
25365,2,2,2,0,0
25365,2,2,3,0,0
25366,5,9,1,0,0
25366,5,9,2,0,0
25366,5,9,3,0,0
25367,10,9,1,0,0
25367,10,9,2,0,0
25367,10,9,3,0,0
25368,5,9,1,1,1
25368,5,9,2,0,0
25368,5,9,3,0,0
25369,10,9,1,0,0
25369,10,9,2,0,0
25369,10,9,3,0,0
25370,10,9,1,0,0
25370,10,9,2,0,0
25370,10,9,3,0,0
25371,2,2,1,0,0
25371,2,2,2,0,0
25371,2,2,3,0,0
25372,10,9,1,1,1
25372,10,9,2,0,0
25372,10,9,3,1,1
25373,5,9,1,0,0
25373,5,9,2,0,0
25373,5,9,3,0,0
25374,10,9,1,0,0
25374,10,9,2,0,0
25374,10,9,3,0,0
25375,10,9,1,0,0
25375,10,9,2,1,1
25375,10,9,3,1,1
25376,4,9,1,0,0
25376,4,9,2,0,0
25376,4,9,3,1,1
25377,5,9,1,1,1
25377,5,9,2,0,0
25377,5,9,3,0,0
25378,2,9,1,0,0
25378,2,9,2,0,0
25378,2,9,3,0,0
25379,2,9,1,0,0
25379,2,9,2,0,0
25379,2,9,3,0,0
25380,10,2,1,0,0
25380,10,2,2,0,0
25380,10,2,3,0,0
25381,4,9,1,0,0
25381,4,9,2,0,0
25381,4,9,3,0,0
25382,2,9,1,0,0
25382,2,9,2,0,0
25382,2,9,3,0,0
25383,4,9,1,0,0
25383,4,9,2,0,0
25383,4,9,3,0,0
25384,5,9,1,0,0
25384,5,9,2,0,0
25384,5,9,3,0,0
25385,5,9,1,0,0
25385,5,9,2,0,0
25385,5,9,3,0,0
25386,10,9,1,0,0
25386,10,9,2,0,0
25386,10,9,3,0,0
25387,10,9,1,0,0
25387,10,9,2,0,0
25387,10,9,3,0,0
25388,5,9,1,0,0
25388,5,9,2,0,0
25388,5,9,3,0,0
25389,4,9,1,0,0
25389,4,9,2,0,0
25389,4,9,3,0,0
25390,10,9,1,0,0
25390,10,9,2,0,0
25390,10,9,3,0,0
25391,10,9,1,0,0
25391,10,9,2,0,0
25391,10,9,3,0,0
25392,4,9,1,0,0
25392,4,9,2,0,0
25392,4,9,3,1,1
25393,4,9,1,0,0
25393,4,9,2,0,0
25393,4,9,3,0,0
25394,4,9,1,0,0
25394,4,9,2,0,0
25394,4,9,3,1,1
25395,10,9,1,0,0
25395,10,9,2,0,0
25395,10,9,3,0,0
25396,6,9,1,0,0
25396,6,9,2,0,0
25396,6,9,3,0,0
25397,2,9,1,0,0
25397,2,9,2,0,0
25397,2,9,3,0,0
25398,10,9,1,0,0
25398,10,9,2,0,0
25398,10,9,3,0,0
25399,10,9,1,0,0
25399,10,9,2,0,0
25399,10,9,3,0,0
25400,10,9,1,0,0
25400,10,9,2,0,0
25400,10,9,3,0,0
25401,1,2,1,0,0
25401,1,2,2,0,0
25401,1,2,3,0,0
25402,10,2,1,0,0
25402,10,2,2,0,0
25402,10,2,3,0,0
25403,1,9,1,0,0
25403,1,9,2,0,0
25403,1,9,3,0,0
25404,1,9,1,0,0
25404,1,9,2,0,0
25404,1,9,3,0,0
25405,10,9,1,0,0
25405,10,9,2,0,0
25405,10,9,3,0,0
25406,2,9,1,0,0
25406,2,9,2,0,0
25406,2,9,3,0,0
25407,2,9,1,1,1
25407,2,9,2,0,0
25407,2,9,3,1,1
25408,4,2,1,0,0
25408,4,2,2,2,1
25408,4,2,3,0,0
25409,4,9,1,0,0
25409,4,9,2,0,0
25409,4,9,3,0,0
25410,10,9,1,0,0
25410,10,9,2,1,1
25410,10,9,3,1,1
25411,4,9,1,0,0
25411,4,9,2,0,0
25411,4,9,3,0,0
25412,5,9,1,0,0
25412,5,9,2,0,0
25412,5,9,3,0,0
25413,4,9,1,0,0
25413,4,9,2,0,0
25413,4,9,3,0,0
25414,6,9,1,0,0
25414,6,9,2,0,0
25414,6,9,3,0,0
25415,10,2,1,0,0
25415,10,2,2,0,0
25415,10,2,3,0,0
25416,5,9,1,0,0
25416,5,9,2,0,0
25416,5,9,3,0,0
25417,4,9,1,0,0
25417,4,9,2,0,0
25417,4,9,3,0,0
25418,4,9,1,0,0
25418,4,9,2,0,0
25418,4,9,3,0,0
25419,5,9,1,0,0
25419,5,9,2,0,0
25419,5,9,3,0,0
25420,5,9,1,0,0
25420,5,9,2,0,0
25420,5,9,3,0,0
25421,2,9,1,1,1
25421,2,9,2,1,1
25421,2,9,3,0,0
25422,10,2,1,0,0
25422,10,2,2,0,0
25422,10,2,3,0,0
25423,6,9,1,0,0
25423,6,9,2,0,0
25423,6,9,3,0,0
25424,2,9,1,0,0
25424,2,9,2,0,0
25424,2,9,3,0,0
25425,2,9,1,0,0
25425,2,9,2,0,0
25425,2,9,3,0,0
25426,10,9,1,0,0
25426,10,9,2,0,0
25426,10,9,3,0,0
25427,4,9,1,0,0
25427,4,9,2,1,1
25427,4,9,3,1,1
25428,1,9,1,1,1
25428,1,9,2,0,0
25428,1,9,3,0,0
25429,10,9,1,0,0
25429,10,9,2,0,0
25429,10,9,3,0,0
25430,4,2,1,0,0
25430,4,2,2,0,0
25430,4,2,3,1,1
25431,2,9,1,0,0
25431,2,9,2,0,0
25431,2,9,3,0,0
25432,2,9,1,0,0
25432,2,9,2,0,0
25432,2,9,3,0,0
25433,1,9,1,0,0
25433,1,9,2,0,0
25433,1,9,3,0,0
25434,2,9,1,0,0
25434,2,9,2,0,0
25434,2,9,3,0,0
25435,4,9,1,0,0
25435,4,9,2,0,0
25435,4,9,3,0,0
25436,2,9,1,0,0
25436,2,9,2,0,0
25436,2,9,3,0,0
25437,4,9,1,0,0
25437,4,9,2,0,0
25437,4,9,3,0,0
25438,6,2,1,1,1
25438,6,2,2,0,0
25438,6,2,3,2,1
25439,4,9,1,0,0
25439,4,9,2,0,0
25439,4,9,3,0,0
25440,1,9,1,2,1
25440,1,9,2,1,1
25440,1,9,3,3,1
25441,5,9,1,0,0
25441,5,9,2,0,0
25441,5,9,3,0,0
25442,10,2,1,1,1
25442,10,2,2,1,1
25442,10,2,3,0,0
25443,2,2,1,0,0
25443,2,2,2,0,0
25443,2,2,3,0,0
25444,1,9,1,0,0
25444,1,9,2,0,0
25444,1,9,3,0,0
25445,2,9,1,0,0
25445,2,9,2,0,0
25445,2,9,3,0,0
25446,4,9,1,0,0
25446,4,9,2,0,0
25446,4,9,3,0,0
25447,4,9,1,0,0
25447,4,9,2,0,0
25447,4,9,3,0,0
25448,10,9,1,0,0
25448,10,9,2,0,0
25448,10,9,3,0,0
25449,1,9,1,0,0
25449,1,9,2,0,0
25449,1,9,3,0,0
25450,4,2,1,1,1
25450,4,2,2,0,0
25450,4,2,3,1,1
25451,5,9,1,0,0
25451,5,9,2,0,0
25451,5,9,3,0,0
25452,10,9,1,0,0
25452,10,9,2,0,0
25452,10,9,3,0,0
25453,2,9,1,0,0
25453,2,9,2,0,0
25453,2,9,3,0,0
25454,2,9,1,0,0
25454,2,9,2,0,0
25454,2,9,3,0,0
25455,10,9,1,0,0
25455,10,9,2,0,0
25455,10,9,3,0,0
25456,5,9,1,0,0
25456,5,9,2,0,0
25456,5,9,3,0,0
25457,2,9,1,0,0
25457,2,9,2,0,0
25457,2,9,3,0,0
25458,10,9,1,0,0
25458,10,9,2,0,0
25458,10,9,3,0,0
25459,2,2,1,0,0
25459,2,2,2,2,1
25459,2,2,3,1,1
25460,1,2,1,0,0
25460,1,2,2,0,0
25460,1,2,3,0,0
25461,1,9,1,0,0
25461,1,9,2,2,1
25461,1,9,3,4,1
25462,2,9,1,0,0
25462,2,9,2,1,1
25462,2,9,3,1,1
25463,1,9,1,0,0
25463,1,9,2,0,0
25463,1,9,3,0,0
25464,4,9,1,0,0
25464,4,9,2,1,1
25464,4,9,3,1,1
25465,2,9,1,0,0
25465,2,9,2,0,0
25465,2,9,3,0,0
25466,10,2,1,0,0
25466,10,2,2,3,1
25466,10,2,3,0,0
25467,2,9,1,0,0
25467,2,9,2,0,0
25467,2,9,3,0,0
25468,10,9,1,0,0
25468,10,9,2,0,0
25468,10,9,3,0,0
25469,2,9,1,0,0
25469,2,9,2,0,0
25469,2,9,3,0,0
25470,1,2,1,0,0
25470,1,2,2,1,1
25470,1,2,3,1,1
25471,1,9,1,0,0
25471,1,9,2,0,0
25471,1,9,3,0,0
25472,10,9,1,0,0
25472,10,9,2,0,0
25472,10,9,3,0,0
25473,5,9,1,3,1
25473,5,9,2,1,1
25473,5,9,3,1,1
25474,2,2,1,0,0
25474,2,2,2,0,0
25474,2,2,3,1,1
25475,5,9,1,0,0
25475,5,9,2,0,0
25475,5,9,3,0,0
25476,4,2,1,0,0
25476,4,2,2,0,0
25476,4,2,3,0,0
25477,4,9,1,0,0
25477,4,9,2,0,0
25477,4,9,3,0,0
25478,10,9,1,0,0
25478,10,9,2,0,0
25478,10,9,3,0,0
25479,2,9,1,0,0
25479,2,9,2,0,0
25479,2,9,3,0,0
25480,10,9,1,0,0
25480,10,9,2,0,0
25480,10,9,3,0,0
25481,4,9,1,0,0
25481,4,9,2,0,0
25481,4,9,3,1,1
25482,10,9,1,0,0
25482,10,9,2,0,0
25482,10,9,3,2,1
25483,6,2,1,0,0
25483,6,2,2,0,0
25483,6,2,3,0,0
25484,2,9,1,0,0
25484,2,9,2,0,0
25484,2,9,3,0,0
25485,4,2,1,0,0
25485,4,2,2,0,0
25485,4,2,3,0,0
25486,4,2,1,0,0
25486,4,2,2,0,0
25486,4,2,3,2,1
25487,10,9,1,0,0
25487,10,9,2,0,0
25487,10,9,3,0,0
25488,5,9,1,0,0
